Title: Live Content

Description: Fetched live

Source: https://docs.google.com/spreadsheets/d/1cqnTEXHBulQZrwpstH4wl-zhlXGpn_2HWKnUhfvO0y4/export?format=csv&gid=1141120465

---

Date,Income,Expenditure,Net,# Transactions
2023-04-12,0.00,"45,312.00","-45,312.00",3
2023-04-14,0.00,"132,500.00","-132,500.00",6
2023-04-15,0.00,"160,500.00","-160,500.00",2
2023-04-16,0.00,"137,500.00","-137,500.00",4
2023-04-17,0.00,"37,000.00","-37,000.00",1
2023-04-18,0.00,"109,200.00","-109,200.00",4
2023-04-19,0.00,"154,900.00","-154,900.00",8
2023-04-20,0.00,"63,000.00","-63,000.00",2
2023-04-21,0.00,"55,500.00","-55,500.00",2
2023-04-22,0.00,"88,000.00","-88,000.00",2
2023-04-23,0.00,"37,400.00","-37,400.00",2
2023-04-24,0.00,"249,250.00","-249,250.00",13
2023-04-25,0.00,"161,000.00","-161,000.00",3
2023-04-26,0.00,"382,000.00","-382,000.00",3
2023-04-27,0.00,"78,000.00","-78,000.00",1
2023-06-02,0.00,"75,000.00","-75,000.00",1
2023-06-04,0.00,"418,700.00","-418,700.00",6
2023-06-05,"1,800,000.00","56,000.00","1,744,000.00",2
2023-06-06,"3,000,000.00","1,400,000.00","1,600,000.00",2
2023-06-07,0.00,"315,350.00","-315,350.00",5
2023-06-09,0.00,"53,000.00","-53,000.00",1
2023-06-13,0.00,"355,500.00","-355,500.00",5
2023-06-14,0.00,"21,000.00","-21,000.00",1
2023-06-15,0.00,"61,000.00","-61,000.00",1
2023-06-16,0.00,"58,500.00","-58,500.00",2
2023-06-17,0.00,"578,900.00","-578,900.00",4
2023-06-18,0.00,"152,900.00","-152,900.00",5
2023-06-19,"675,000.00","211,500.00","463,500.00",6
2023-06-20,0.00,"250,600.00","-250,600.00",6
2023-06-21,0.00,"266,600.00","-266,600.00",5
2023-06-22,0.00,"201,500.00","-201,500.00",3
2023-06-23,0.00,"237,700.00","-237,700.00",5
2023-06-24,0.00,"67,400.00","-67,400.00",2
2023-06-25,0.00,"41,500.00","-41,500.00",1
2023-06-26,0.00,"231,000.00","-231,000.00",1
2023-06-27,0.00,"150,980.00","-150,980.00",4
2023-06-28,0.00,"50,750.00","-50,750.00",4
2023-06-29,0.00,"81,000.00","-81,000.00",3
2023-06-30,0.00,"890,700.00","-890,700.00",5
2023-07-01,"1,346,000.00","21,800.00","1,324,200.00",3
2023-07-02,0.00,"413,300.00","-413,300.00",8
2023-07-03,"2,000,000.00","414,500.00","1,585,500.00",7
2023-07-04,0.00,"544,500.00","-544,500.00",5
2023-07-07,0.00,"212,300.00","-212,300.00",5
2023-07-08,0.00,"700,000.00","-700,000.00",1
2023-07-10,"2,000,000.00","774,500.00","1,225,500.00",4
2023-07-11,0.00,"358,330.00","-358,330.00",5
2023-07-12,0.00,"110,000.00","-110,000.00",1
2023-07-13,0.00,"269,500.00","-269,500.00",3
2023-07-15,0.00,"171,645.00","-171,645.00",5
2023-07-16,0.00,"21,000.00","-21,000.00",1
2023-07-17,0.00,"70,000.00","-70,000.00",1
2023-07-18,0.00,"56,400.00","-56,400.00",4
2023-07-19,0.00,"138,645.00","-138,645.00",4
2023-07-21,0.00,"338,045.00","-338,045.00",8
2023-07-22,0.00,"94,645.00","-94,645.00",2
2023-07-23,0.00,"171,000.00","-171,000.00",3
2023-07-24,0.00,"11,145.00","-11,145.00",2
2023-07-25,0.00,"117,400.00","-117,400.00",2
2023-07-26,0.00,"25,500.00","-25,500.00",2
2023-07-27,0.00,"115,645.00","-115,645.00",2
2023-07-28,0.00,"151,645.00","-151,645.00",4
2023-07-29,0.00,"7,500.00","-7,500.00",1
2023-07-30,0.00,"76,000.00","-76,000.00",3
2023-08-01,0.00,"147,200.00","-147,200.00",2
2023-08-02,"1,800,000.00","300,250.00","1,499,750.00",7
2023-08-03,0.00,"434,500.00","-434,500.00",4
2023-08-04,0.00,"5,000.00","-5,000.00",1
2023-08-05,"1,000,000.00","24,000.00","976,000.00",2
2023-08-06,0.00,"331,900.00","-331,900.00",5
2023-08-07,"362,375.00","957,500.00","-595,125.00",7
2023-08-08,0.00,"775,000.00","-775,000.00",3
2023-08-09,0.00,"26,400.00","-26,400.00",1
2023-08-10,"2,000,000.00","74,900.00","1,925,100.00",3
2023-08-11,0.00,"109,000.00","-109,000.00",1
2023-08-12,0.00,"767,500.00","-767,500.00",2
2023-08-14,0.00,"110,000.00","-110,000.00",1
2023-08-15,0.00,"35,000.00","-35,000.00",1
2023-08-17,0.00,"81,000.00","-81,000.00",2
2023-08-18,0.00,"121,000.00","-121,000.00",2
2023-08-19,0.00,"71,600.00","-71,600.00",2
2023-08-20,0.00,"100,000.00","-100,000.00",1
2023-08-21,0.00,"140,000.00","-140,000.00",2
2023-08-22,0.00,"7,500.00","-7,500.00",1
2023-08-23,0.00,"50,500.00","-50,500.00",1
2023-08-24,0.00,"234,300.00","-234,300.00",4
2023-08-29,0.00,"59,000.00","-59,000.00",1
2023-08-30,0.00,"23,000.00","-23,000.00",1
2023-08-31,0.00,"59,000.00","-59,000.00",1
2023-09-01,"1,500,000.00","179,500.00","1,320,500.00",5
2023-09-02,0.00,"229,000.00","-229,000.00",2
2023-09-03,0.00,"88,500.00","-88,500.00",2
2023-09-04,0.00,"217,700.00","-217,700.00",5
2023-09-05,0.00,"712,700.00","-712,700.00",10
2023-09-06,"1,800,000.00","10,000.00","1,790,000.00",2
2023-09-07,0.00,"925,000.00","-925,000.00",3
2023-09-08,0.00,"153,775.00","-153,775.00",6
2023-09-09,0.00,"186,401.00","-186,401.00",3
2023-09-10,0.00,"39,900.00","-39,900.00",2
2023-09-11,"1,500,000.00","909,200.00","590,800.00",6
2023-09-12,0.00,"198,000.00","-198,000.00",5
2023-09-13,0.00,"74,000.00","-74,000.00",2
2023-09-15,0.00,"247,500.00","-247,500.00",6
2023-09-16,0.00,"87,400.00","-87,400.00",2
2023-09-18,0.00,"181,600.00","-181,600.00",5
2023-09-19,0.00,"116,500.00","-116,500.00",3
2023-09-20,0.00,"58,500.00","-58,500.00",1
2023-09-21,0.00,"91,850.00","-91,850.00",3
2023-09-22,0.00,"66,000.00","-66,000.00",2
2023-09-23,0.00,"10,000.00","-10,000.00",1
2023-09-24,0.00,"58,500.00","-58,500.00",1
2023-09-25,0.00,"171,400.00","-171,400.00",6
2023-09-26,0.00,"180,950.00","-180,950.00",6
2023-09-28,0.00,"178,300.00","-178,300.00",8
2023-09-29,0.00,"13,250.00","-13,250.00",2
2023-09-30,0.00,"259,500.00","-259,500.00",6
2023-10-02,"1,800,000.00","102,900.00","1,697,100.00",3
2023-10-03,0.00,"582,250.00","-582,250.00",8
2023-10-04,0.00,"853,000.00","-853,000.00",3
2023-10-05,0.00,"58,200.00","-58,200.00",2
2023-10-06,"3,000,000.00","840,000.00","2,160,000.00",5
2023-10-07,0.00,"170,700.00","-170,700.00",5
2023-10-08,0.00,"93,700.00","-93,700.00",6
2023-10-14,0.00,"55,000.00","-55,000.00",1
2023-10-15,0.00,"61,000.00","-61,000.00",2
2023-10-16,0.00,"33,900.00","-33,900.00",1
2023-10-17,0.00,"282,500.00","-282,500.00",3
2023-10-18,0.00,"119,500.00","-119,500.00",3
2023-10-19,0.00,"113,500.00","-113,500.00",4
2023-10-20,0.00,"62,600.00","-62,600.00",2
2023-10-21,0.00,"130,000.00","-130,000.00",4
2023-10-22,0.00,"428,000.00","-428,000.00",8
2023-10-23,0.00,"636,000.00","-636,000.00",9
2023-10-24,0.00,"10,500.00","-10,500.00",1
2023-10-26,0.00,"20,000.00","-20,000.00",1
2023-10-28,0.00,"50,000.00","-50,000.00",1
2023-10-29,0.00,"133,600.00","-133,600.00",3
2023-10-31,0.00,"108,000.00","-108,000.00",3
2023-11-01,"600,000.00","371,000.00","229,000.00",2
2023-11-02,0.00,"102,500.00","-102,500.00",2
2023-11-03,"1,800,000.00","1,197,700.00","602,300.00",6
2023-11-04,"1,500,000.00","329,500.00","1,170,500.00",6
2023-11-05,0.00,"463,400.00","-463,400.00",3
2023-11-06,0.00,"766,000.00","-766,000.00",2
2023-11-07,0.00,"55,000.00","-55,000.00",1
2023-11-08,0.00,"131,500.00","-131,500.00",3
2023-11-09,0.00,"373,450.00","-373,450.00",4
2023-11-11,"1,500,000.00","80,100.00","1,419,900.00",3
2023-11-12,0.00,"738,400.00","-738,400.00",2
2023-11-13,0.00,"301,600.00","-301,600.00",5
2023-11-14,0.00,"31,530.00","-31,530.00",1
2023-11-15,0.00,"70,000.00","-70,000.00",2
2023-11-16,0.00,"92,100.00","-92,100.00",3
2023-11-17,0.00,"50,000.00","-50,000.00",1
2023-11-18,0.00,"31,210.00","-31,210.00",3
2023-11-19,0.00,"140,000.00","-140,000.00",2
2023-11-20,0.00,"14,000.00","-14,000.00",1
2023-11-21,0.00,"209,800.00","-209,800.00",4
2023-11-23,0.00,"60,000.00","-60,000.00",1
2023-11-28,0.00,"81,000.00","-81,000.00",3
2023-11-29,0.00,"6,500.00","-6,500.00",1
2023-11-30,0.00,"333,700.00","-333,700.00",3
2023-12-01,0.00,"27,600.00","-27,600.00",2
2023-12-02,0.00,"43,000.00","-43,000.00",2
2023-12-03,0.00,"41,900.00","-41,900.00",2
2023-12-04,0.00,"31,600.00","-31,600.00",1
2023-12-05,0.00,"67,000.00","-67,000.00",1
2023-12-06,"1,000,000.00","260,500.00","739,500.00",5
2023-12-07,0.00,"104,800.00","-104,800.00",2
2023-12-08,0.00,"7,500.00","-7,500.00",1
2023-12-09,0.00,"71,500.00","-71,500.00",1
2023-12-10,0.00,"87,200.00","-87,200.00",4
2023-12-11,"1,800,000.00","1,092,725.00","707,275.00",5
2023-12-12,0.00,"1,094,140.00","-1,094,140.00",8
2023-12-13,"2,000,000.00","361,000.00","1,639,000.00",3
2023-12-14,0.00,"276,500.00","-276,500.00",3
2023-12-15,0.00,"96,500.00","-96,500.00",5
2023-12-16,0.00,"111,100.00","-111,100.00",4
2023-12-17,0.00,"8,000.00","-8,000.00",1
2023-12-18,0.00,"41,100.00","-41,100.00",3
2023-12-19,0.00,"172,000.00","-172,000.00",4
2023-12-20,0.00,"85,800.00","-85,800.00",2
2023-12-21,0.00,"101,600.00","-101,600.00",3
2023-12-23,0.00,"57,000.00","-57,000.00",1
2023-12-29,0.00,"37,600.00","-37,600.00",1
2024-01-08,"1,800,000.00",0.00,"1,800,000.00",1
2024-01-13,"300,000.00",0.00,"300,000.00",1
2024-01-14,0.00,"1,455,000.00","-1,455,000.00",2
2024-01-15,0.00,"221,000.00","-221,000.00",3
2024-03-02,0.00,"234,500.00","-234,500.00",2
2024-03-03,0.00,"171,000.00","-171,000.00",2
2024-03-05,0.00,"212,000.00","-212,000.00",3
2024-03-11,0.00,"254,800.00","-254,800.00",2
2024-03-12,0.00,"243,800.00","-243,800.00",3
2024-03-13,0.00,"34,000.00","-34,000.00",1
2024-03-14,"2,200,000.00","871,000.00","1,329,000.00",3
2024-03-15,0.00,"1,039,500.00","-1,039,500.00",4
2024-03-18,0.00,"150,000.00","-150,000.00",2
2024-03-19,0.00,"7,000.00","-7,000.00",1
2024-03-26,0.00,"276,400.00","-276,400.00",6
2024-04-01,"1,800,000.00","1,282,800.00","517,200.00",10
2024-04-02,0.00,"25,000.00","-25,000.00",1
2024-04-03,"1,500,000.00","143,000.00","1,357,000.00",3
2024-04-04,0.00,"392,000.00","-392,000.00",5
2024-04-05,"1,500,000.00","183,000.00","1,317,000.00",4
2024-04-06,0.00,"140,400.00","-140,400.00",5
2024-04-07,0.00,"886,400.00","-886,400.00",4
2024-04-08,0.00,"1,195,000.00","-1,195,000.00",5
2024-04-09,0.00,"40,600.00","-40,600.00",3
2024-04-10,"285,000.00","220,200.00","64,800.00",5
2024-04-11,0.00,"716,000.00","-716,000.00",5
2024-04-12,"400,000.00","106,500.00","293,500.00",5
2024-04-13,"200,000.00","31,000.00","169,000.00",3
2024-04-14,0.00,"20,000.00","-20,000.00",1
2024-05-01,"1,800,000.00",0.00,"1,800,000.00",1
2024-05-10,"1,500,000.00",0.00,"1,500,000.00",1
2024-05-13,0.00,"1,400,000.00","-1,400,000.00",1
2024-05-16,0.00,"195,000.00","-195,000.00",1
2024-05-17,0.00,"200,000.00","-200,000.00",3
2024-05-18,"1,500,000.00",0.00,"1,500,000.00",1
2024-05-19,0.00,"288,000.00","-288,000.00",3
2024-05-20,0.00,"304,000.00","-304,000.00",7
2024-05-21,0.00,"249,000.00","-249,000.00",2
2024-05-22,0.00,"34,900.00","-34,900.00",1
2024-05-23,0.00,"151,000.00","-151,000.00",1
2024-05-24,0.00,"38,400.00","-38,400.00",3
2024-05-25,0.00,"40,000.00","-40,000.00",1
2024-05-26,0.00,"221,400.00","-221,400.00",3
2024-05-27,0.00,"59,000.00","-59,000.00",1
2024-05-28,0.00,"8,000.00","-8,000.00",1
2024-05-29,0.00,"173,000.00","-173,000.00",3
2024-05-30,0.00,"71,000.00","-71,000.00",1
2024-05-31,0.00,"38,000.00","-38,000.00",1
2024-06-01,0.00,"58,000.00","-58,000.00",1
2024-06-02,0.00,"129,400.00","-129,400.00",1
2024-06-03,0.00,"100,000.00","-100,000.00",1
2024-06-04,0.00,"58,800.00","-58,800.00",2
2024-06-05,0.00,"67,500.00","-67,500.00",1
2024-06-06,0.00,"135,500.00","-135,500.00",5
2024-06-07,"1,500,000.00","227,000.00","1,273,000.00",5
2024-06-08,0.00,"460,700.00","-460,700.00",5
2024-06-10,0.00,"1,014,500.00","-1,014,500.00",3
2024-06-11,0.00,"11,000.00","-11,000.00",1
2024-06-13,0.00,"20,000.00","-20,000.00",2
2024-06-14,0.00,"112,000.00","-112,000.00",3
2024-06-15,"1,500,000.00","963,000.00","537,000.00",4
2024-06-16,0.00,"30,000.00","-30,000.00",1
2024-06-17,0.00,"493,300.00","-493,300.00",4
2024-06-18,0.00,"41,600.00","-41,600.00",2
2024-06-19,0.00,"132,300.00","-132,300.00",4
2024-06-20,0.00,"123,500.00","-123,500.00",5
2024-06-21,0.00,"202,100.00","-202,100.00",7
2024-06-22,0.00,"153,500.00","-153,500.00",3
2024-06-23,0.00,"91,900.00","-91,900.00",3
2024-06-24,0.00,"16,500.00","-16,500.00",1
2024-06-25,0.00,"380,000.00","-380,000.00",4
2024-06-26,0.00,"61,500.00","-61,500.00",3
2024-06-27,0.00,"155,000.00","-155,000.00",3
2024-06-28,0.00,"224,000.00","-224,000.00",4
2024-07-01,0.00,"23,000.00","-23,000.00",1
2024-07-02,0.00,"259,000.00","-259,000.00",4
2024-07-03,0.00,"80,100.00","-80,100.00",4
2024-07-04,0.00,"214,000.00","-214,000.00",5
2024-07-05,"1,000,000.00","420,400.00","579,600.00",7
2024-07-06,0.00,"111,000.00","-111,000.00",2
2024-07-07,0.00,"80,000.00","-80,000.00",2
2024-07-08,"2,000,000.00",0.00,"2,000,000.00",1
2024-07-09,0.00,"800,000.00","-800,000.00",1
2024-07-10,0.00,"1,475,000.00","-1,475,000.00",8
2024-07-11,0.00,"154,500.00","-154,500.00",2
2024-07-12,0.00,"60,000.00","-60,000.00",1
2024-07-13,0.00,"221,000.00","-221,000.00",5
2024-07-14,0.00,"68,100.00","-68,100.00",2
2024-07-15,0.00,"45,500.00","-45,500.00",2
2024-07-16,0.00,"57,000.00","-57,000.00",1
2024-07-17,"300,000.00",0.00,"300,000.00",1
2024-07-18,"120,000.00",0.00,"120,000.00",1
2024-07-19,0.00,"151,900.00","-151,900.00",3
2024-07-20,0.00,"12,000.00","-12,000.00",1
2024-07-21,0.00,"77,000.00","-77,000.00",3
2024-07-22,0.00,"293,100.00","-293,100.00",4
2024-07-23,0.00,"119,250.00","-119,250.00",6
2024-07-24,0.00,"28,200.00","-28,200.00",1
2024-07-25,"231,800.00","84,600.00","147,200.00",5
2024-07-26,0.00,"214,000.00","-214,000.00",7
2024-07-27,"300,000.00","250,900.00","49,100.00",7
2024-07-28,0.00,"35,650.00","-35,650.00",2
2024-07-29,0.00,"210,500.00","-210,500.00",4
2024-07-30,0.00,"5,000.00","-5,000.00",2
2024-07-31,"186,000.00","206,900.00","-20,900.00",6
2024-08-01,"234,000.00","192,500.00","41,500.00",4
2024-08-02,0.00,"158,000.00","-158,000.00",3
2024-08-03,"250,000.00","104,000.00","146,000.00",4
2024-08-04,"200,000.00","369,000.00","-169,000.00",6
2024-08-06,"1,000,000.00","542,800.00","457,200.00",8
2024-08-07,0.00,"28,000.00","-28,000.00",1
2024-08-08,0.00,"57,230.00","-57,230.00",2
2024-08-09,0.00,"62,650.00","-62,650.00",4
2024-08-10,0.00,"26,000.00","-26,000.00",1
2024-08-12,"2,000,000.00","740,500.00","1,259,500.00",3
2024-08-13,0.00,"826,000.00","-826,000.00",3
2024-08-14,0.00,"57,500.00","-57,500.00",4
2024-08-15,0.00,"216,600.00","-216,600.00",6
2024-08-16,0.00,"170,000.00","-170,000.00",3
2024-08-17,"150,000.00","132,300.00","17,700.00",5
2024-08-18,"200,000.00",0.00,"200,000.00",1
2024-08-19,0.00,"8,500.00","-8,500.00",1
2024-08-20,"380,000.00","305,950.00","74,050.00",8
2024-08-21,0.00,"130,200.00","-130,200.00",2
2024-08-22,0.00,"65,500.00","-65,500.00",3
2024-08-23,0.00,"105,722.00","-105,722.00",6
2024-08-26,0.00,"30,250.00","-30,250.00",2
2024-08-27,"165,000.00","329,000.00","-164,000.00",4
2024-08-28,"270,000.00","20,000.00","250,000.00",2
2024-08-29,"120,000.00","185,000.00","-65,000.00",6
2024-08-30,0.00,"267,000.00","-267,000.00",5
2024-08-31,0.00,"99,500.00","-99,500.00",3
2024-09-04,"1,000,000.00",0.00,"1,000,000.00",1
2024-09-05,0.00,"703,700.00","-703,700.00",4
2024-09-06,"1,000,000.00","336,000.00","664,000.00",6
2024-09-07,0.00,"401,000.00","-401,000.00",4
2024-09-09,0.00,"57,400.00","-57,400.00",1
2024-09-10,0.00,"706,800.00","-706,800.00",5
2024-09-11,0.00,"12,000.00","-12,000.00",2
2024-09-12,"1,000,000.00","884,500.00","115,500.00",4
2024-09-14,"480,000.00","649,820.00","-169,820.00",7
2024-09-15,0.00,"51,000.00","-51,000.00",1
2024-09-16,"864,000.00","321,000.00","543,000.00",4
2024-09-17,0.00,"746,500.00","-746,500.00",6
2024-09-18,0.00,"54,600.00","-54,600.00",3
2024-09-19,0.00,"51,000.00","-51,000.00",3
2024-09-20,0.00,"43,000.00","-43,000.00",2
2024-09-21,0.00,"65,000.00","-65,000.00",3
2024-09-22,0.00,"5,000.00","-5,000.00",1
2024-09-23,0.00,"51,000.00","-51,000.00",2
2024-09-24,0.00,"152,000.00","-152,000.00",3
2024-09-25,0.00,"208,500.00","-208,500.00",7
2024-09-26,0.00,"25,900.00","-25,900.00",1
2024-09-27,0.00,"63,500.00","-63,500.00",2
2024-10-02,0.00,"226,575.00","-226,575.00",3
2024-10-03,"1,000,000.00","411,000.00","589,000.00",5
2024-10-04,0.00,"259,000.00","-259,000.00",4
2024-10-05,"2,000,000.00","834,000.00","1,166,000.00",6
2024-10-07,0.00,"51,600.00","-51,600.00",2
2024-10-08,0.00,"21,000.00","-21,000.00",1
2024-10-09,0.00,"79,000.00","-79,000.00",1
2024-10-10,0.00,"30,650.00","-30,650.00",1
2024-10-11,0.00,"178,500.00","-178,500.00",5
2024-10-12,0.00,"142,500.00","-142,500.00",4
2024-10-13,0.00,"38,000.00","-38,000.00",2
2024-10-14,0.00,"235,000.00","-235,000.00",3
2024-10-15,0.00,"317,200.00","-317,200.00",5
2024-10-16,0.00,"222,000.00","-222,000.00",5
2024-10-20,0.00,"27,600.00","-27,600.00",1
2024-10-21,0.00,"70,000.00","-70,000.00",4
2024-10-22,0.00,"19,000.00","-19,000.00",1
2024-10-23,0.00,"26,000.00","-26,000.00",1
2024-10-24,0.00,"29,000.00","-29,000.00",2
2024-10-25,"450,000.00","416,290.00","33,710.00",11
2024-10-26,0.00,"151,000.00","-151,000.00",4
2024-10-29,"300,000.00","121,040.00","178,960.00",6
2024-10-30,"300,000.00","147,000.00","153,000.00",4
2024-10-31,0.00,"289,000.00","-289,000.00",7
2024-11-01,"3,000,000.00","1,863,000.00","1,137,000.00",11
2024-11-02,0.00,"441,000.00","-441,000.00",4
2024-11-04,"187,490.00","230,000.00","-42,510.00",5
2024-11-05,0.00,"22,000.00","-22,000.00",1
2024-11-06,0.00,"214,000.00","-214,000.00",3
2024-11-07,0.00,"15,000.00","-15,000.00",1
2024-11-09,0.00,"162,000.00","-162,000.00",2
2024-11-10,"400,000.00",0.00,"400,000.00",1
2024-11-11,0.00,"48,000.00","-48,000.00",3
2024-11-12,0.00,"40,500.00","-40,500.00",1
2024-11-13,0.00,"195,000.00","-195,000.00",1
2024-11-14,0.00,"266,800.00","-266,800.00",5
2024-11-15,0.00,"74,500.00","-74,500.00",2
2024-11-16,"200,000.00","375,000.00","-175,000.00",3
2024-11-17,0.00,"32,000.00","-32,000.00",1
2024-11-19,0.00,"37,400.00","-37,400.00",1
2024-11-20,"1,000,000.00","85,200.00","914,800.00",2
2024-11-21,"1,560,615.00","889,200.00","671,415.00",17
2024-11-22,0.00,"902,500.00","-902,500.00",8
2024-11-23,0.00,"50,000.00","-50,000.00",1
2024-11-24,"1,100,000.00","100,000.00","1,000,000.00",2
2024-11-25,0.00,"191,000.00","-191,000.00",3
2024-11-30,0.00,"200,500.00","-200,500.00",4
2024-12-01,"3,000,000.00","352,500.00","2,647,500.00",7
2024-12-02,0.00,"276,700.00","-276,700.00",5
2024-12-03,0.00,"64,700.00","-64,700.00",2
2024-12-04,0.00,"947,400.00","-947,400.00",7
2024-12-05,0.00,"1,172,000.00","-1,172,000.00",7
2024-12-07,0.00,"76,000.00","-76,000.00",2
2024-12-09,0.00,"53,000.00","-53,000.00",1
2024-12-10,0.00,"204,900.00","-204,900.00",3
2024-12-11,0.00,"95,600.00","-95,600.00",6
2024-12-13,"400,000.00","273,500.00","126,500.00",6
2024-12-14,0.00,"102,600.00","-102,600.00",6
2024-12-15,0.00,"10,000.00","-10,000.00",2
2024-12-16,0.00,"21,600.00","-21,600.00",1
2024-12-17,0.00,"165,500.00","-165,500.00",4
2024-12-18,0.00,"45,500.00","-45,500.00",4
2024-12-19,0.00,"130,200.00","-130,200.00",4
2024-12-20,0.00,"52,000.00","-52,000.00",2
2024-12-23,0.00,"50,000.00","-50,000.00",2
2024-12-24,0.00,"62,000.00","-62,000.00",2
2024-12-25,0.00,"31,000.00","-31,000.00",2
2024-12-28,0.00,"52,100.00","-52,100.00",2
2024-12-29,0.00,"15,000.00","-15,000.00",1
2024-12-30,0.00,"8,500.00","-8,500.00",1
2025-01-01,"3,000,000.00","1,017,200.00","1,982,800.00",14
2025-01-02,0.00,"178,000.00","-178,000.00",2
2025-01-03,0.00,"28,000.00","-28,000.00",1
2025-01-04,0.00,"20,600.00","-20,600.00",1
2025-01-06,0.00,"31,500.00","-31,500.00",2
2025-01-07,"270,000.00","281,000.00","-11,000.00",4
2025-01-08,0.00,"9,500.00","-9,500.00",1
2025-01-09,"610,238.00","79,500.00","530,738.00",4
2025-01-10,0.00,"25,500.00","-25,500.00",1
2025-01-11,0.00,"57,600.00","-57,600.00",2
2025-01-12,0.00,"301,000.00","-301,000.00",2
2025-01-13,0.00,"196,600.00","-196,600.00",3
2025-01-14,0.00,"20,500.00","-20,500.00",3
2025-01-15,0.00,"104,000.00","-104,000.00",3
2025-01-16,0.00,"38,000.00","-38,000.00",3
2025-01-17,0.00,"99,500.00","-99,500.00",3
2025-01-18,0.00,"13,000.00","-13,000.00",1
2025-01-19,0.00,"30,500.00","-30,500.00",1
2025-01-20,0.00,"415,000.00","-415,000.00",6
2025-01-21,0.00,"924,180.00","-924,180.00",12
2025-01-22,0.00,"421,000.00","-421,000.00",1
2025-01-23,0.00,"114,700.00","-114,700.00",3
2025-01-24,0.00,"49,500.00","-49,500.00",2
2025-01-25,0.00,"73,100.00","-73,100.00",2
2025-01-26,0.00,"114,000.00","-114,000.00",1
2025-01-27,0.00,"203,100.00","-203,100.00",3
2025-01-28,0.00,"371,500.00","-371,500.00",6
2025-01-31,0.00,"136,000.00","-136,000.00",2
2025-02-01,0.00,"120,000.00","-120,000.00",2
2025-02-02,0.00,"512,500.00","-512,500.00",6
2025-02-03,0.00,"21,500.00","-21,500.00",1
2025-02-04,0.00,"190,500.00","-190,500.00",5
2025-02-05,0.00,"10,000.00","-10,000.00",1
2025-02-06,0.00,"25,500.00","-25,500.00",3
2025-02-07,0.00,"167,904.00","-167,904.00",3
2025-02-09,0.00,"179,800.00","-179,800.00",3
2025-02-10,0.00,"70,500.00","-70,500.00",3
2025-02-11,0.00,"344,500.00","-344,500.00",6
2025-02-12,0.00,"218,500.00","-218,500.00",2
2025-02-13,0.00,"92,000.00","-92,000.00",4
2025-02-14,0.00,"264,000.00","-264,000.00",3
2025-02-15,0.00,"178,500.00","-178,500.00",3
2025-02-16,0.00,"71,000.00","-71,000.00",1
2025-02-17,0.00,"55,780.00","-55,780.00",4
2025-02-18,"787,500.00","100,000.00","687,500.00",3
2025-02-19,0.00,"67,993.00","-67,993.00",2
2025-02-20,"90,000.00","418,500.00","-328,500.00",7
2025-02-21,0.00,"93,144.00","-93,144.00",4
2025-02-22,0.00,"390,500.00","-390,500.00",4
2025-02-23,0.00,"73,600.00","-73,600.00",2
2025-02-24,0.00,"26,600.00","-26,600.00",1
2025-02-25,0.00,"42,000.00","-42,000.00",3
2025-02-26,0.00,"10,000.00","-10,000.00",1
2025-02-27,0.00,"23,000.00","-23,000.00",2
2025-02-28,0.00,"246,500.00","-246,500.00",5
2025-03-01,0.00,"186,100.00","-186,100.00",3
2025-03-02,0.00,"50,000.00","-50,000.00",1
2025-03-03,0.00,"47,000.00","-47,000.00",2
2025-03-04,0.00,"37,000.00","-37,000.00",2
2025-03-05,0.00,"17,000.00","-17,000.00",1
2025-03-06,0.00,"457,600.00","-457,600.00",8
2025-03-08,0.00,"40,400.00","-40,400.00",2
2025-03-09,0.00,"25,400.00","-25,400.00",1
2025-03-10,0.00,"27,400.00","-27,400.00",1
2025-03-11,0.00,"36,000.00","-36,000.00",2
2025-03-12,0.00,"63,000.00","-63,000.00",3
2025-03-13,0.00,"367,600.00","-367,600.00",8
2025-03-14,0.00,"103,000.00","-103,000.00",3
2025-03-15,0.00,"114,000.00","-114,000.00",3
2025-03-16,0.00,"27,400.00","-27,400.00",1
2025-03-17,0.00,"124,910.00","-124,910.00",5
2025-03-18,0.00,"221,100.00","-221,100.00",12
2025-03-19,0.00,"123,500.00","-123,500.00",6
2025-03-20,0.00,"2,000.00","-2,000.00",1
2025-03-21,0.00,"10,000.00","-10,000.00",1
2025-03-22,0.00,"27,400.00","-27,400.00",1
2025-03-23,0.00,"77,900.00","-77,900.00",2
2025-03-24,0.00,"62,500.00","-62,500.00",4
2025-03-25,0.00,"130,500.00","-130,500.00",4
2025-03-26,0.00,"127,300.00","-127,300.00",2
2025-03-28,0.00,"349,600.00","-349,600.00",5
2025-03-29,0.00,"35,901.00","-35,901.00",2
2025-03-30,0.00,"63,500.00","-63,500.00",2
2025-03-31,0.00,"10,000.00","-10,000.00",1
2025-04-01,"310,000.00","198,000.00","112,000.00",7
2025-04-02,0.00,"82,900.00","-82,900.00",4
2025-04-03,0.00,"32,000.00","-32,000.00",2
2025-04-04,0.00,"326,500.00","-326,500.00",8
2025-04-05,0.00,"48,000.00","-48,000.00",2
2025-04-06,0.00,"27,401.00","-27,401.00",1
2025-04-07,0.00,"122,500.00","-122,500.00",6
2025-04-08,0.00,"32,600.00","-32,600.00",2
2025-04-09,0.00,"30,500.00","-30,500.00",1
2025-04-10,0.00,"80,000.00","-80,000.00",4
2025-04-11,0.00,"175,000.00","-175,000.00",5
